datetime,vendor_id,vendor_name,latitude,longitude,location_type,cuisine_type,avg_price,menu_diversity,hour_of_day,day_of_week,is_weekend,is_holiday,festival_name,is_festival,temperature_c,rainfall_mm,is_rainy,humidity_pct,wind_speed_kmh,event_nearby,traffic_density,competitor_count,units_sold,lag_1h_units,lag_24h_units,rolling_avg_24h,special_note
2025-07-01 18:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,18,1,0,0,,0,27.3,4.41,1,95.0,25.6,0,high,4,21,9.0,,10.61111111111111,
2025-07-01 19:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,19,1,0,0,,0,26.4,0.22,1,89.8,19.7,0,high,7,43,21.0,,11.157894736842104,
2025-07-01 20:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,20,1,0,0,,0,26.1,11.65,1,85.4,31.3,0,low,5,17,43.0,,12.75,
2025-07-01 21:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,21,1,0,0,,0,25.1,0.0,0,76.3,19.6,0,low,6,13,17.0,,12.952380952380953,
2025-07-01 22:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,22,1,0,0,,0,25.3,1.01,1,89.3,21.3,0,low,7,7,13.0,,12.954545454545455,
2025-07-01 23:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,23,1,0,0,,0,27.2,0.0,0,95.0,13.0,0,low,7,2,7.0,,12.695652173913043,
2025-07-02 00:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,0,2,0,0,,0,25.7,0.24,1,91.0,18.2,0,low,4,2,2.0,7.0,12.25,
2025-07-02 01:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,1,2,0,0,,0,26.5,0.96,1,92.0,13.2,0,low,8,2,2.0,6.0,12.041666666666666,
2025-07-02 02:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,2,2,0,0,,0,24.9,0.0,0,89.5,8.2,0,low,6,2,2.0,2.0,11.875,
2025-07-02 03:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,3,2,0,0,,0,25.1,1.8,1,89.9,12.0,0,low,4,2,2.0,1.0,11.875,
2025-07-02 04:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,4,2,0,0,,0,24.8,3.59,1,95.0,5.0,0,low,6,2,2.0,2.0,11.916666666666666,
2025-07-02 05:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,5,2,0,0,,0,25.3,3.52,1,86.4,8.3,0,low,8,2,2.0,2.0,11.916666666666666,
2025-07-02 06:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,6,2,0,0,,0,28.5,0.33,1,85.8,9.9,0,low,4,6,2.0,7.0,11.916666666666666,
2025-07-02 07:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,7,2,0,0,,0,29.7,1.43,1,95.0,5.8,0,low,6,5,6.0,7.0,11.875,
2025-07-02 08:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,8,2,0,0,,0,28.8,11.07,1,95.0,11.7,0,high,5,18,5.0,12.0,11.791666666666666,
2025-07-02 09:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,9,2,0,0,,0,30.1,0.5,1,95.0,5.0,0,high,5,18,18.0,15.0,12.041666666666666,
2025-07-02 10:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,10,2,0,0,,0,29.7,0.21,1,95.0,18.9,0,low,6,6,18.0,8.0,12.166666666666666,
2025-07-02 11:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,11,2,0,0,,0,31.4,1.86,1,95.0,8.7,0,low,4,10,6.0,34.0,12.083333333333334,
2025-07-02 12:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,12,2,0,0,,0,31.4,6.73,1,88.1,24.5,0,low,8,16,10.0,15.0,11.083333333333334,
2025-07-02 13:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,13,2,0,0,,0,29.3,0.78,1,95.0,21.9,0,low,6,21,16.0,23.0,11.125,
2025-07-02 14:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,14,2,0,0,,0,29.0,0.0,0,75.0,20.0,0,low,8,15,21.0,12.0,11.041666666666666,
2025-07-02 15:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,15,2,0,0,,0,30.5,1.53,1,90.7,18.5,0,low,8,6,15.0,5.0,11.166666666666666,
2025-07-02 16:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,16,2,0,0,,0,28.3,10.86,1,95.0,23.7,0,low,7,7,6.0,24.0,11.208333333333334,
2025-07-02 17:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,17,2,0,0,,0,27.9,1.69,1,95.0,17.2,0,low,6,8,7.0,9.0,10.5,
2025-07-02 18:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,18,2,0,0,,0,28.5,0.0,0,79.9,28.1,0,high,6,33,8.0,21.0,10.458333333333334,
2025-07-02 19:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,19,2,0,0,,0,25.5,0.73,1,95.0,25.1,0,high,6,25,33.0,43.0,10.958333333333334,
2025-07-02 20:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,20,2,0,0,,0,25.5,0.0,0,77.6,23.9,0,low,6,21,25.0,17.0,10.208333333333334,
2025-07-02 21:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,21,2,0,0,,0,25.8,0.06,0,79.0,23.4,0,low,4,19,21.0,13.0,10.375,
2025-07-02 22:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,22,2,0,0,,0,24.6,1.31,1,93.2,17.9,0,low,6,6,19.0,7.0,10.625,
2025-07-02 23:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,23,2,0,0,,0,23.7,1.27,1,83.6,8.2,0,low,5,1,6.0,2.0,10.583333333333334,
2025-07-03 00:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,0,3,0,0,,0,27.2,9.52,1,95.0,28.9,0,low,8,2,1.0,2.0,10.541666666666666,
2025-07-03 01:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,1,3,0,0,,0,25.8,0.0,0,78.3,17.4,0,low,4,2,2.0,2.0,10.541666666666666,
2025-07-03 02:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,2,3,0,0,,0,27.3,6.28,1,83.2,5.0,0,low,6,2,2.0,2.0,10.541666666666666,
2025-07-03 03:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,3,3,0,0,,0,24.8,3.95,1,91.9,8.7,0,low,5,1,2.0,2.0,10.541666666666666,
2025-07-03 04:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,4,3,0,0,,0,24.3,0.0,0,83.9,12.7,0,low,5,2,1.0,2.0,10.5,
2025-07-03 05:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,5,3,0,0,,0,27.3,0.9,1,77.4,23.1,0,low,6,2,2.0,2.0,10.5,
2025-07-03 06:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,6,3,0,0,,0,28.7,0.27,1,78.0,5.0,0,low,8,7,2.0,6.0,10.5,
2025-07-03 07:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,7,3,0,0,,0,26.7,0.93,1,93.9,8.8,0,low,4,6,7.0,5.0,10.541666666666666,
2025-07-03 08:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,8,3,0,0,,0,28.5,5.14,1,93.8,11.3,1,high,5,20,6.0,18.0,10.583333333333334,
2025-07-03 09:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,9,3,0,0,,0,31.1,0.0,0,91.7,5.0,0,high,8,15,20.0,18.0,10.666666666666666,
2025-07-03 10:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,10,3,0,0,,0,28.9,0.07,0,91.0,5.0,0,low,5,9,15.0,6.0,10.541666666666666,
2025-07-03 11:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,11,3,0,0,,0,29.1,3.87,1,85.8,16.1,0,low,7,10,9.0,10.0,10.666666666666666,
2025-07-03 12:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,12,3,0,0,,0,28.3,2.74,1,80.6,18.0,0,low,4,18,10.0,16.0,10.666666666666666,
2025-07-03 13:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,13,3,0,0,,0,30.8,0.33,1,89.4,17.3,0,low,7,18,18.0,21.0,10.75,
2025-07-03 14:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,14,3,0,0,,0,30.2,3.33,1,93.7,23.4,0,low,4,13,18.0,15.0,10.625,
2025-07-03 15:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,15,3,0,0,,0,28.6,3.15,1,95.0,18.5,0,low,7,7,13.0,6.0,10.541666666666666,
2025-07-03 16:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,16,3,0,0,,0,28.1,4.55,1,95.0,20.6,0,low,7,5,7.0,7.0,10.583333333333334,
2025-07-03 17:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,17,3,0,0,,0,25.3,0.0,0,88.0,19.1,0,low,5,9,5.0,8.0,10.5,
2025-07-03 18:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,18,3,0,0,,0,29.2,2.16,1,90.8,28.0,0,high,8,27,9.0,33.0,10.541666666666666,
2025-07-03 19:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,19,3,0,0,,0,27.0,0.0,0,90.8,21.9,0,high,6,40,27.0,25.0,10.291666666666666,
2025-07-03 20:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,20,3,0,0,,0,27.1,5.23,1,92.5,34.9,0,low,6,22,40.0,21.0,10.916666666666666,
2025-07-03 21:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,21,3,0,0,,0,25.4,3.54,1,91.8,30.7,0,low,4,14,22.0,19.0,10.958333333333334,
2025-07-03 22:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,22,3,0,0,,0,25.7,4.02,1,90.0,23.8,0,low,6,7,14.0,6.0,10.75,
2025-07-03 23:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,23,3,0,0,,0,22.4,2.37,1,89.6,16.9,0,low,5,2,7.0,1.0,10.791666666666666,
2025-07-04 00:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,0,4,0,0,,0,27.1,0.0,0,89.3,14.2,0,low,4,2,2.0,2.0,10.833333333333334,
2025-07-04 01:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,1,4,0,0,,0,25.5,3.78,1,87.2,5.0,0,low,6,2,2.0,2.0,10.833333333333334,
2025-07-04 02:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,2,4,0,0,,0,25.4,5.13,1,89.7,18.5,0,low,5,2,2.0,2.0,10.833333333333334,
2025-07-04 03:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,3,4,0,0,,0,28.2,0.55,1,95.0,11.4,0,low,4,2,2.0,1.0,10.833333333333334,
2025-07-04 04:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,4,4,0,0,,0,23.9,0.0,0,86.6,16.2,0,low,7,2,2.0,2.0,10.875,
2025-07-04 05:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,5,4,0,0,,0,27.6,0.63,1,90.9,5.0,0,low,6,2,2.0,2.0,10.875,
2025-07-04 06:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,6,4,0,0,,0,26.8,10.97,1,86.0,14.4,0,low,7,6,2.0,7.0,10.875,
2025-07-04 07:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,7,4,0,0,,0,27.8,0.0,0,67.3,9.8,0,low,5,9,6.0,6.0,10.833333333333334,
2025-07-04 08:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,8,4,0,0,,0,28.3,0.0,0,86.5,11.1,0,high,4,16,9.0,20.0,10.958333333333334,
2025-07-04 09:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,9,4,0,0,,0,29.0,0.0,0,75.6,11.1,0,high,7,18,16.0,15.0,10.791666666666666,
2025-07-04 10:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,10,4,0,0,,0,30.1,4.55,1,86.5,10.7,0,low,8,5,18.0,9.0,10.916666666666666,
2025-07-04 11:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,11,4,0,0,,0,30.9,2.25,1,83.6,11.9,0,low,8,12,5.0,10.0,10.75,
2025-07-04 12:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,12,4,0,0,,0,28.5,5.39,1,82.4,25.1,0,low,7,13,12.0,18.0,10.833333333333334,
2025-07-04 13:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,13,4,0,0,,0,27.9,4.61,1,86.6,22.3,0,low,7,16,13.0,18.0,10.625,
2025-07-04 14:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,14,4,0,0,,0,29.4,13.34,1,87.2,28.1,1,high,6,41,16.0,13.0,10.541666666666666,
2025-07-04 15:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,15,4,0,0,,0,28.6,3.24,1,85.7,25.1,1,high,7,21,41.0,7.0,11.708333333333334,
2025-07-04 16:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,16,4,0,0,,0,30.8,0.0,0,86.3,27.3,0,low,4,7,21.0,5.0,12.291666666666666,
2025-07-04 17:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,17,4,0,0,,0,29.4,0.0,0,84.4,14.4,0,low,8,7,7.0,9.0,12.375,
2025-07-04 18:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,18,4,0,0,,0,29.4,5.68,1,95.0,37.6,0,high,4,21,7.0,27.0,12.291666666666666,
2025-07-04 19:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,19,4,0,0,,0,25.4,0.0,0,80.9,22.8,0,high,7,37,21.0,40.0,12.041666666666666,
2025-07-04 20:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,20,4,0,0,,0,26.9,1.19,1,88.7,16.0,0,low,7,21,37.0,22.0,11.916666666666666,
2025-07-04 21:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,21,4,0,0,,0,23.9,3.57,1,95.0,18.2,0,low,8,11,21.0,14.0,11.875,
2025-07-04 22:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,22,4,0,0,,0,23.9,0.0,0,80.2,14.2,0,low,6,9,11.0,7.0,11.75,
2025-07-04 23:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,23,4,0,0,,0,23.4,1.97,1,95.0,16.6,0,low,5,2,9.0,2.0,11.833333333333334,
2025-07-05 00:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,0,5,1,0,,0,25.0,0.18,1,84.2,10.5,0,low,7,1,2.0,2.0,11.833333333333334,
2025-07-05 01:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,1,5,1,0,,0,25.6,0.0,0,81.1,9.9,0,low,4,1,1.0,2.0,11.791666666666666,
2025-07-05 02:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,2,5,1,0,,0,24.6,5.7,1,95.0,29.8,0,low,5,1,1.0,2.0,11.75,
2025-07-05 03:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,3,5,1,0,,0,27.0,0.0,0,89.6,5.9,0,low,6,1,1.0,2.0,11.708333333333334,
2025-07-05 04:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,4,5,1,0,,0,26.8,12.6,1,91.5,8.4,0,low,4,1,1.0,2.0,11.666666666666666,
2025-07-05 05:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,5,5,1,0,,0,27.4,7.4,1,82.2,11.5,0,low,7,1,1.0,2.0,11.625,
2025-07-05 06:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,6,5,1,0,,0,26.1,6.42,1,92.2,17.6,0,low,8,2,1.0,6.0,11.583333333333334,
2025-07-05 07:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,7,5,1,0,,0,27.8,4.28,1,81.4,12.7,0,low,6,3,2.0,9.0,11.416666666666666,
2025-07-05 08:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,8,5,1,0,,0,26.7,0.0,0,85.4,10.0,0,low,4,4,3.0,16.0,11.166666666666666,
2025-07-05 09:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,9,5,1,0,,0,28.5,0.0,0,87.5,6.4,0,low,5,4,4.0,18.0,10.666666666666666,
2025-07-05 10:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,10,5,1,0,,0,29.5,0.0,0,85.1,7.5,0,low,6,4,4.0,5.0,10.083333333333334,
2025-07-05 11:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,11,5,1,0,,0,29.5,1.06,1,95.0,8.6,0,low,7,4,4.0,12.0,10.041666666666666,
2025-07-05 12:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,12,5,1,0,,0,30.7,0.0,0,83.5,20.0,0,low,7,8,4.0,13.0,9.708333333333334,
2025-07-05 13:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,13,5,1,0,,0,29.6,0.0,0,93.8,20.1,0,low,4,9,8.0,16.0,9.5,
2025-07-05 14:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,14,5,1,0,,0,29.6,0.74,1,95.0,16.1,0,low,5,5,9.0,41.0,9.208333333333334,
2025-07-05 15:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,15,5,1,0,,0,28.5,0.0,0,79.0,15.0,0,low,8,4,5.0,21.0,7.708333333333333,
2025-07-05 16:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,16,5,1,0,,0,27.2,0.0,0,76.6,23.3,0,low,7,3,4.0,7.0,7.0,
2025-07-05 17:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,17,5,1,0,,0,29.0,0.0,0,77.1,24.5,0,low,6,3,3.0,7.0,6.833333333333333,
2025-07-05 18:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,18,5,1,0,,0,28.9,0.0,0,76.8,31.9,0,low,4,7,3.0,21.0,6.666666666666667,
2025-07-05 19:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,19,5,1,0,,0,23.9,1.45,1,90.8,24.9,0,low,5,5,7.0,37.0,6.083333333333333,
2025-07-05 20:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,20,5,1,0,,0,24.8,14.08,1,88.5,32.3,0,low,6,6,5.0,21.0,4.75,
2025-07-05 21:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,21,5,1,0,,0,26.2,1.25,1,82.4,21.4,0,low,5,4,6.0,11.0,4.125,
2025-07-05 22:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,22,5,1,0,,0,24.8,4.58,1,84.8,24.3,0,low,5,3,4.0,9.0,3.8333333333333335,
2025-07-05 23:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,23,5,1,0,,0,25.1,0.0,0,77.8,16.9,0,low,6,1,3.0,2.0,3.5833333333333335,
2025-07-06 00:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,0,6,1,1,Muharram,1,25.2,0.0,0,91.6,13.3,0,low,7,0,1.0,1.0,3.5416666666666665,
2025-07-06 01:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,1,6,1,1,Muharram,1,25.5,5.14,1,95.0,15.1,0,low,6,0,0.0,1.0,3.5,
2025-07-06 02:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,2,6,1,1,Muharram,1,25.8,0.28,1,85.4,10.9,0,low,6,0,0.0,1.0,3.4583333333333335,
2025-07-06 03:00:00+0530,vendor_01,BKC_Pavbhaji,19.0685,72.8785,business_district,main_course,85.0,12,3,6,1,1,Muharram,1,23.7,3.71,1,83.2,12.5,0,low,6,0,0.0,1.0,3.4166666666666665,
